symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax
NVDA,95051,Technology,18975,"NVIDIA Corporation operates as a visual computing company worldwide. It operates in two segments, Graphics and Compute & Networking. The Graphics segment offers GeForce GPUs for gaming and PCs, the GeForce NOW game streaming service and related infrastructure, and solutions for gaming platforms; Quadro/NVIDIA RTX GPUs for enterprise design; GRID software for cloud-based visual and virtual computing; and automotive platforms for infotainment systems. The Compute & Networking segment offers Data Center platforms and systems for AI, HPC, and accelerated computing; Mellanox networking and interconnect solutions; automotive AI Cockpit, autonomous driving development agreements, and autonomous vehicle solutions; and Jetson for robotics and other embedded platforms. The company's products are used in gaming, professional visualization, datacenter, and automotive markets. NVIDIA Corporation sells its products to original equipment manufacturers, original device manufacturers, system builders, add-in board manufacturers, retailers/distributors, Internet and cloud service providers, automotive manufacturers and tier-1 automotive suppliers, mapping companies, start-ups, and other ecosystem participants. NVIDIA has partnership with Google Cloud to create AI-on-5G Lab. NVIDIA Corporation was founded in 1993 and is headquartered in Santa Clara, California.",Santa Clara,408 486 2000,CA,United States,[],http://www.nvidia.com,1,2788 San Tomas Expressway,Semiconductors,0.38759,0.32324,0.63758,7902000128,0.683,0.33488998,8487000064,110,buy,10557000000,4634250240,230,208.31,2.76,5.802,0.1436,41,226.4,60.486,0.40375,300,19654000640,12791000064,21897000960,7.862,USD,8.821,5.225,2,NMS,NVIDIA Corporation,NVIDIA Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_32307,7f5f6a07-b148-30f4-98a2-2caa3df2aed0,us_market,,25.35,,65.404,,,17.24,,623000000,,,,30.135,24041114,0.0095999995,,1612051200,0.66455,7078000128,8.46,,,6.91256,0.04079,1675123200,,1627776000,0.82,1627603200,2398975000,1.359716,555086970880,2,,1626739200,4:1,,,2.817,5.926708,1630368000,1.66,,12.082947,,0.01,29954260,,,210.75,211.01,182.69186,0.0030367733,0.0572,,212.06,,25597785,210.75,217.62941,0.64,211.01,25597785,,,0.16,1630368000,,,207.75,USD,24.62293,14676150,,,,129777131520,,,28623739,207.75,208,800,14676150,230.43,,0.29,115.665,207.8,False,0.0007,800,212.06,208.31,https://logo.clearbit.com/nvidia.com,,
PDD,200051,Consumer Cyclical,7986,"Pinduoduo Inc., through its subsidiaries, operates an e-commerce platform in the People's Republic of China. It operates Pinduoduo, a mobile platform that offers a range of products, including apparel, shoes, bags, mother and childcare products, food and beverage, fresh produce, electronic appliances, furniture and household goods, cosmetics and other personal care items, sports and fitness items, and auto accessories. The company was formerly known as Walnut Street Group Holding Limited and changed its name to Pinduoduo Inc. in July 2018. Pinduoduo Inc. was incorporated in 2015 and is headquartered in Shanghai, the People's Republic of China.",Shanghai,86 21 5266 1300,,China,[],http://www.pinduoduo.com,1,No. 533 Loushanguan Road,Internet Retail,-0.05623,-0.03085,0.61114,26915028992,0.89,-0.06389,-4834617856,85.77,buy,40213224000,9166215168,134.53,96.22,,1.843,-0.02773,33,138.85,18.596,-0.05619,220.4,92181282816,12068547584,85970812928,73.543,CNY,70.039,1.205,1.9,NMS,Pinduoduo Inc.,Pinduoduo Inc.,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_572577901,feece1ce-41c4-3db9-b5ba-eb6db2cd7cd7,us_market,,0.559,,-9.934,,,-0.03,,1253289984,,,,50.052,23500645,0.0188,,1609372800,0.28919,-2651899904,-0.759,,,1.9224008,0.00182,1672444800,,1625011200,2.85,1626307200,522269491,1.41957,48026107904,2,,,,,,,1.4027035,1628812800,,,-3207.3335,,,25575974,,,94.95,95.73,113.222084,,0,,97,,6393228,94.95,96.694115,,95.73,6393228,,,,,,,94.32,USD,,7394478,,,,120591564800,,,8467968,94.32,96.41,1000,7394478,212.6,,,74.12,96.22,False,,900,97,96.22,https://logo.clearbit.com/pinduoduo.com,28th Floor Changning District,
MCHP,85224-6199,Technology,19500,"Microchip Technology Incorporated develops, manufactures, and sells semiconductor products for various embedded control applications in the Americas, Europe, and Asia. The company offers general purpose 8-bit, 16-bit, and 32-bit microcontrollers; 32-bit embedded microprocessors markets; and specialized microcontrollers for automotive, industrial, computing, communications, lighting, power supplies, motor control, human machine interface, security, wired connectivity, and wireless connectivity applications. It also provides development tools that enable system designers to program microcontroller products for specific applications; field-programmable gate array (FPGA) products; and analog, interface, mixed signal, and timing products comprising power management, linear, mixed-signal, high-voltage, thermal management, discrete diodes and metal oxide semiconductor field effect transistors (MOSFETS), radio frequency (RF), drivers, safety, security, timing, USB, Ethernet, wireless, and other interface products. In addition, the company offers memory products consisting of serial electrically erasable programmable read-only memory, serial flash memories, parallel flash memories, serial static random access memories, and serial electrically erasable random access memories for the production of very small footprint devices; and licenses its SuperFlash embedded flash and Smartbits one time programmable NVM technologies to foundries, integrated device manufacturers, and design partners for use in the manufacture of microcontroller products, gate array, RF, analog, and neuromorphic compute products that require embedded non-volatile memory, as well as provides engineering services. Further, it offers wafer foundry and assembly, and test subcontracting manufacturing services; and timing systems products, application specific integrated circuits, and aerospace products. Microchip Technology Incorporated was incorporated in 1989 and is headquartered in Chandler, Arizona.",Chandler,480 792 7200,AZ,United States,[],http://www.microchip.com,1,2355 West Chandler Boulevard,Semiconductors,0.40261,0.08399,0.6297,2044600064,0.198,0.20382,2294099968,155,buy,3378800000,1748762496,176,146.14,0.854,1.981,0.04359,23,180.26,155.173,0.08685,210,279700000,8565400064,5698100224,1.021,USD,21.411,1.176,2,NMS,Microchip Technology Incorporat,Microchip Technology Incorporated,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_31500,8cfbb7ea-d7da-3c80-a924-250bf7239709,us_market,,9.254,,22.986,,,8.54,,273531008,,,,19.512,4698210,0.0171,,1617148800,0.91489,478600000,1.29,,,7.4897504,0.02033,1680220800,,1625011200,2.29,1627603200,268416867,1.671397,52732276736,2,,1020902400,3:2,,,1.045,7.0152893,1630368000,1.14,,17.112411,,0.0197,5638558,,,149.25,149.81,151.01799,0.01001005,0.90559995,,149.82,,2003157,149.25,156.07442,1.494,149.81,2003157,,,1.75,1629331200,,,145.18,USD,113.28683,2269393,,,,39973822464,,,1998501,145.18,146.5,1300,2269393,166.67,,1.61,102.35,145,False,0.0108,1000,149.82,146.14,https://logo.clearbit.com/microchip.com,,
IDXX,04092,Healthcare,9300,"IDEXX Laboratories, Inc. develops, manufactures, and distributes products and services primarily for the companion animal veterinary, livestock and poultry, dairy, and water testing markets worldwide. The company operates through CAG; Water Quality Products; Livestock, Poultry and Dairy; and Other segments. It provides point-of-care veterinary diagnostic products, including instruments, consumables, and rapid assay test kits; veterinary reference laboratory diagnostic and consulting services; practice management and diagnostic imaging systems and services for veterinarians; and health monitoring, biological materials testing, and laboratory animal diagnostic instruments and services for biomedical research community. The company also offers diagnostic and health-monitoring products for livestock, poultry, and dairy; products that test water for various microbiological contaminants; and point-of-care electrolytes and blood gas analyzers and SARS-CoV-2 RT-PCR that are used in the human point-of-care medical diagnostics market; in-clinic chemistry, blood and urine chemistry, hematology, and SediVue Dx analyzers; SNAP rapid assays test kits. In addition, it provides Colilert, Colilert-18, and Colisure tests, which detect the presence of total coliforms and E. coli in water; Enterolert, Pseudalert, Filta-Max and Filta-Max xpress, Legiolert, and Quanti-Tray products; veterinary software and services for independent veterinary clinics and corporate groups. The company markets its products through marketing, customer service, sales, and technical service groups, as well as through independent distributors and other resellers. IDEXX Laboratories, Inc. was incorporated in 1983 and is headquartered in Westbrook, Maine.",Westbrook,207 556 0300,ME,United States,[],http://www.idexx.com,1,One IDEXX Drive,Diagnostics & Research,0.31625,0.23891,0.58827,770427008,0.296,0.28354,963472000,610,buy,1571040000,588369856,737.5,617.02,0.36,1.536,0.24693,6,717.5,135.34,1.4255201,770,232134000,1012648000,3046576128,2.729,USD,35.668,1.012,2.4,NMS,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_29729,f576b05b-2a7f-3f70-9980-7b0489373c04,us_market,,17.837,,56.401,,,9.1,,85280704,,,,8.232,1258305,0.0148,,1609372800,0.87807,727848000,7.771,,,74.953835,0.00944,1672444800,,1625011200,3.26,1628812800,84212411,0.925218,54340829184,2,,1434412800,2:1,,,0.36,17.271816,1631664000,4.76,,67.8044,,0.0167,852506,,,623.01,623.73,606.9904,,0,,630.22,,403142,623.01,658.9038,,623.73,403142,,,,,,,611.74,USD,79.40034,209694,,,,52619902976,,,400676,611.74,643,800,209694,706.95,,,404.88,616.94,False,,800,630.22,617.02,https://logo.clearbit.com/idexx.com,,207 556 4346
AMT,02116,Real Estate,5618,"American Tower, one of the largest global REITs, is a leading independent owner, operator and developer of multitenant communications real estate with a portfolio of approximately 181,000 communications sites.",Boston,617-375-7500,MA,United States,[],http://www.americantower.com,1,116 Huntington Avenue,REIT—Specialty,0.6345,0.23402001,0.72589993,4174099968,0.083,0.39903,5207300096,270,buy,5814300000,3966037504,303.5,262.08,0.559,0.72,0.04666,22,305,806.176,0.42044997,345,1913600000,36695498752,8206900224,4.302,USD,18.484,0.636,2,NYQ,American Tower Corporation (REI,American Tower Corporation (REIT),America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_24766,93037c7a-3d3b-3a0c-bac0-a08bc747c258,us_market,,19.411,,30.592,,,5.46,,454696000,,,,8.731,4198537,0.0092,,1609372800,0.90205,1920600064,4.31,,,30.01718,0.0031299999,1672444800,,1617148800,2.61,1620950400,443280636,0.231229,159304138752,2,,,,,,0.554,14.5203085,1623715200,3.24,,47.999996,,0.0106,3380228,,,266.11,266.08,268.36893,0.017624293,1.051,,266.135,,1511471,266.11,285.2853,4.69,266.08,1511471,,,5.08,1623888000,,,261.41,USD,60.807423,909384,,,,119166722048,,,1417871,261.41,262.9,1400,909384,303.72,,1.8,197.5,261.01,False,0.0182,900,266.135,262.08,https://logo.clearbit.com/americantower.com,11th Floor,617-375-7575
AMGN,91320-1799,Healthcare,24300,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. It focuses on inflammation, oncology/hematology, bone health, cardiovascular disease, nephrology and neuroscience areas. The company's products include Enbrel to treat plaque psoriasis, rheumatoid arthritis, and psoriatic arthritis; Neulasta that reduces the chance of infection due a low white blood cell count in patients cancer; Prolia to treat postmenopausal women with osteoporosis; Xgeva for skeletal-related events prevention; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with BehÃ§et's disease; Aranesp to treat a lower-than-normal number of red blood cells and anemia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; and Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization. It also markets Nplate, Vectibix, MVASI, Parsabiv, EPOGEN, KANJINTI, BLINCYTO, Aimovig, EVENITY, AMGEVITATM, Sensipar/Mimpara, NEUPOGEN, IMLYGIC, Corlanor, and AVSOLA. Amgen Inc. serves healthcare providers, including physicians or their clinics, dialysis centers, hospitals, and pharmacies. It distributes its products through pharmaceutical wholesale distributors, as well as direct-to-consumer channels. The company has collaboration agreements with Novartis Pharma AG; UCB; Bayer HealthCare LLC; BeiGene, Ltd.; Eli Lilly and Company; and Datos Health. It also has an agreement with Kyowa Kirin Co., Ltd. to jointly develop and commercialize KHK4083, a Phase 3-ready anti-OX40 fully human monoclonal antibody for the treatment of atopic dermatitis and other autoimmune diseases. Amgen Inc. was founded in 1980 and is headquartered in Thousand Oaks, California.",Thousand Oaks,805 447 1000,CA,United States,[],http://www.amgen.com,1,One Amgen Center Drive,Drug Manufacturers—General,0.48740003,0.22547,0.75337,9555999744,0.052,0.35756,12421000192,185,buy,19265000000,8359750144,250.5,208.95,-0.735,1.309,0.091280006,22,250,397.502,0.60785,298,8081999872,32782000128,25483999232,14.233,USD,44.014,0.861,2.5,NMS,Amgen Inc.,Amgen Inc.,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_24816,9376b97e-b428-3231-ba0b-142b20481cb4,us_market,,5.83,,11.961,,,17.83,,574553984,,,,16.225,11212944,0.0197,,1609372800,0.77835,5745999872,12.073,,,12.878274,0.00199,1672444800,,1625011200,4.3,1627603200,566762076,0.672489,148565639168,2,,943228800,2:1,,,-0.743,4.710919,1630368000,2.31,,11.719013,,0.0198,10713887,,,209.12,210.125,237.35454,0.03136955,0.6829,,210.18,,2724171,209.12,217.39235,6.56,210.125,2724171,,,7.04,1629072000,,,207.6487,USD,17.307215,2350037,,,,120053055488,,,2479495,207.6487,210.01,800,2350037,276.69,,2.68,207.6487,208.8,False,0.0323,800,210.18,208.95,https://logo.clearbit.com/amgen.com,,805 447 1010
SNAP,90405,Communication Services,4667,"Snap Inc. operates as a camera company in the United States and internationally. The company offers Snapchat, a camera application with functionalities, such as Camera, Communication, Snap Map, Stories, and Spotlight that enable people to communicate through short videos and images. It also provides Spectacles, an eyewear product that connects with Snapchat and captures video from a human perspective; and advertising products, including AR and Snap ads. The company was formerly known as Snapchat, Inc. and changed its name to Snap Inc. in September 2016. Snap Inc. was founded in 2010 and is headquartered in Santa Monica, California.",Santa Monica,310-399-3339,CA,United States,[],http://www.snap.com,1,2772 Donald Douglas Loop North,Internet Content & Information,-0.19596,-0.22489001,0.54027003,-71573000,1.162,-0.22479999,-654835008,67,buy,1324121000,237947376,86,75,,5.797,-0.08148,34,85.94,99.949,-0.29455,110,3467344896,2906530048,3341681920,2.199,USD,2.228,5.7,2.1,NYQ,Snap Inc.,Snap Inc.,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_224055283,9bd645c2-ef58-337f-93ff-32e6c927049a,us_market,,35.107,,-179.154,,,0.67,,1268220032,,,,1.123,44228724,0.027999999,,1609372800,0.65535,-751499008,-0.628,,,66.78539,0.102819994,1672444800,,1625011200,3.53,1627603200,1188754849,1.268376,117316591616,2,,,,,,,34.192886,1630368000,2.18,,111.94029,,0.0376,47459010,,,76.28,76.91,65.860214,,0,,77.41,,13468000,76.28,74.70118,,76.91,13468000,,,,,,,74.74,USD,,8848057,,,,114261753856,,,17008043,74.74,74.97,2200,8848057,83.34,,,26.685,74.85,False,,1200,77.41,75,https://logo.clearbit.com/snap.com,,
INTC,95054-1549,Technology,113700,"Intel Corporation designs, manufactures, and sells essential technologies for the cloud, smart, and connected devices for retail, industrial, and consumer uses worldwide. The company operates through DCG, IOTG, Mobileye, NSG, PSG, CCG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products comprising accelerators, boards and systems, connectivity products, and memory and storage products. The company also provides Internet of Things products, including high-performance compute solutions for targeted verticals and embedded applications; and computer vision and machine learning-based sensing, data analysis, localization, mapping, and driving policy technology. It serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was founded in 1968 and is headquartered in Santa Clara, California.",Santa Clara,408 765 8080,CA,United States,[],http://www.intel.com,1,2200 Mission College Boulevard,Semiconductors,0.44643003,0.23906,0.55594003,32362999808,-0.005,0.29331,34650001408,40,hold,43612000000,6619250176,60,53.81,0.042,1.988,0.092650004,38,62.31,41.556,0.22193001,85,24856999936,35408998400,77614997504,6.127,USD,18.942,1.301,2.8,NMS,Intel Corporation,Intel Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_21127,fc39dab3-4bbe-3356-80d3-0933db783ba0,us_market,,2.95,,6.608,,,4.57,,4038000128,,,,19.764,58851153,0.0145000005,,1608940800,0.64966005,18555000832,4.456,,,2.7226272,0.0007,1672012800,,1624665600,3.22,1627603200,4053348700,0.592248,228980883456,2,,965001600,2:1,,,-0.009,2.7995207,1630368000,1.12,,11.774617,,0.0145000005,54501589,,,54.18,54.55,56.63108,0.024677003,0.30110002,,54.57,,20389300,54.18,53.86,1.337,54.55,20389300,,,1.39,1628121600,,,53.7,USD,12.075853,16068031,,,,217284788224,,,20840912,53.7,53.84,2900,16068031,68.49,,2.49,43.61,53.81,False,0.025799999,2200,54.57,53.81,https://logo.clearbit.com/intel.com,,
ISRG,94086-5304,Healthcare,8081,"Intuitive Surgical, Inc., together with its subsidiaries, designs, develops, manufactures, and markets da Vinci surgical systems, and related instruments and accessories in the United States and internationally. The company's da Vinci Surgical System include surgeon's consoles, patient-side carts, 3-D HD vision systems, skills simulators, da Vinci Xi integrated table motions, and Firefly fluorescence imaging products that enable surgeons to perform various surgical procedures, including gynecologic, urologic, general, cardiothoracic, and head and neck surgical procedures. It also manufactures EndoWrist instruments, such as forceps, scissors, electrocautery tools, scalpels, and other surgical tools, which incorporate wrist joints for natural dexterity for various surgical procedures; and provides SimNow, a cloud-enabled simulation platform, which allows surgeons to learn and practice their surgical skills; Iris, an augmented reality imaging product for use in kidney procedures; and Intuitive Cloud that enables proactive monitoring and software updates. In addition, the company offers EndoWrist Stapler, a wristed stapling instrument for resection, transection, and creation of anastomoses; EndoWrist One Vessel Sealers that are wristed single-use instruments for bipolar coagulation and mechanical transection of vessels up to 7mm in diameter and tissue bundles that fit in the jaws of the instrument; E-100 generator, an electrosurgical generator; SureForm 45 Curved-Tip stapler; and SynchroSeal for sealing and transection with a single pedal press. Additionally, the company sells various accessories comprising sterile drapes for ensuring sterile field during surgery; and vision products that include replacement 3D stereo endoscopes, camera heads, light guides, and other items that facilitate the use of the da Vinci Surgical System, as well as Ion endoluminal system for biopsies. Intuitive Surgical, Inc. was founded in 1995 and is headquartered in Sunnyvale, California.",Sunnyvale,408 523 2100,CA,United States,[],http://www.intuitive.com,1,1020 Kifer Road,Medical Instruments & Supplies,0.32105,0.25783002,0.66482,1609600000,0.175,0.25981,1461100032,869,buy,2861200000,1040300032,1020,328.54,0.34,6.706,0.068959996,15,1021.8,,0.12668,1180,4557499904,0,4551000064,38.488,USD,38.757,5.849,2.2,NMS,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_30239,fae970d5-82c8-3b4b-a1eb-c4a07c93573d,us_market,,21.097,,65.711,,,15.8,,118413000,,,,85.756,1213883,0.010299999,,1609372800,0.89067,1173400064,9.72,,,3.8311024,0.0095999995,1672444800,,1617148800,2.69,1615766400,117296254,0.997793,96010559488,2,,1507248000,3:1,,,0.36,8.548321,1618444800,5.02,,20.79367,,0.010299999,1539251,,,338.34,339.69,317.8216,,0,,342.1,,1763071,338.34,343.96893,,339.69,1763071,,,,,,,328.01,USD,33.80041,1368137,,,,38903406592,,,1515207,328.01,330,900,1368137,938.16,,,217.66667,328.1,False,,1200,342.1,328.54,https://logo.clearbit.com/intuitive.com,,408 523 1390
HSBC,E14 5HQ,Financial Services,222550,"HSBC Holdings plc provides banking and financial services worldwide. The company operates through Wealth and Personal Banking, Commercial Banking, and Global Banking and Markets segments. The Wealth and Personal Banking segment offers retail banking products and services, including current and savings accounts, mortgages and personal loans, credit and debit cards, and local and international payment services for ultra high net worth individuals; and wealth management services comprising insurance and investment products, global asset management services, investment management, and private wealth solutions. The Commercial Banking segment provides credit and lending, treasury management, payment, cash management, commercial insurance, and investment services, as well as commercial cards, and international trade and receivables finance services; foreign exchange products; and capital raising services on debt and equity markets; and advisory services. It serves small and medium sized enterprises, mid-market enterprises, and corporates. The Global Banking and Markets segment offers financing, advisory, and transaction services; and credit, rates, foreign exchange, equities, money markets, and securities services, as well as engages in principal investment activities. It serves government, corporate and institutional clients, and private investors. HSBC Holdings plc was founded in 1865 and is headquartered in London, the United Kingdom.",London,44 20 7991 8888,,United Kingdom,[],http://www.hsbc.com,1,8 Canada Square,Banks—Diversified,0,0.21959,0,-144424992768,0.393,0.29834,,32.93,buy,41612000000,,32.93,28.47,16.629,,0.00386,1,32.93,,0.056700002,32.93,1065038970880,569632030720,47994998784,263.22,USD,11.885,,2,NYQ,"HSBC Holdings, plc.",HSBC Holdings plc,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_382645,f8f8f7fc-ceff-3d4c-a6e2-e4f9670b27aa,us_market,,-7.506,,,,,3.4,,4085210112,,,,43.285,6175350,0.0015,,1609372800,0.01313,9196999680,1.465,,,0.6577336,0,1672444800,,1625011200,3.31,1627603200,4014073172,0.628278,-360257355776,2,,931305600,6:1,,,8.228,2.429088,1630368000,,,8.373529,,,6576479,,,28.18,28.41,28.809425,0.0053229243,0.33330002,,28.6172,,2602242,28.18,26.371471,0.15,28.41,2602242,,,1.1,1629331200,,,28.365,USD,19.433447,2059876,,,,116584079360,,,2172750,28.365,28.46,1400,2059876,32.43,,,19.02,28,False,0.0427,1300,28.6172,28.47,https://logo.clearbit.com/hsbc.com,,44 20 7992 4880
PEP,10577,Consumer Defensive,291000,"PepsiCo, Inc. operates as a food and beverage company worldwide. The company operates through seven segments: Frito-Lay North America; Quaker Foods North America; PepsiCo Beverages North America; Latin America; Europe; Africa, Middle East and South Asia; and Asia Pacific, Australia and New Zealand and China Region. It offers branded dips, cheese-flavored snacks, and tortillas, as well as corn, potato, and tortilla chips; cereals, rice, pasta, mixes and syrups, granola bars, grits, oatmeal, rice cakes, simply granola, and side dishes; beverage concentrates, fountain syrups, and finished goods; ready-to-drink tea, coffee, and juices; and dairy products. The company provides its products primarily under the Cheetos, Doritos, Fritos, Lay's, Ruffles, Tostitos, Aunt Jemima, Cap'n crunch, Life, Pasta Roni, Quaker Chewy, Quaker, Rice-A-Roni, Aquafina, Diet Mountain Dew, Diet Pepsi, Gatorade, Mountain Dew, Pepsi, Propel, Sierra Mist, Tropicana, Emperador, Marias Gamesa, Rosquinhas Mabel, Sabritas, Saladitas, 7UP, Gatorade, H2oh!, Manzanita Sol, Mirinda, Pepsi, Pepsi Black, San Carlos, Toddy, Agusha, Chudo, and Domik v Derevne brands. It serves wholesale and other distributors, foodservice customers, grocery stores, drug stores, convenience stores, discount/dollar stores, mass merchandisers, membership stores, hard discounters, e-commerce retailers and authorized independent bottlers, and others through a network of direct-store-delivery, customer warehouse, and distributor networks, as well as directly to consumers through e-commerce platforms and retailers. The company was founded in 1898 and is headquartered in Purchase, New York.",Purchase,914 253 2000,NY,United States,[],http://www.pepsico.com,1,700 Anderson Hill Road,Beverages—Non-Alcoholic,0.18371001,0.11005,0.54295,11491000320,0.205,0.15678,13701999616,140,buy,38637000000,5651375104,167,156.03,0.441,0.914,0.08035,20,165.55,274.698,0.59039,185,5776999936,42297999360,74582999040,4.18,USD,54.007,0.656,2.3,NMS,"Pepsico, Inc.","PepsiCo, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_32854,06e446cd-76a5-3a81-a6f5-7333bc200639,us_market,,3.351,,18.24,,,6.57,,1381629952,,,,10.092,9523792,0.0069,,1608940800,0.73237,8208000000,5.402,,,15.460761,0.0014399999,1672012800,,1623456000,1.9,1623715200,1379668613,0.614846,249921798144,2,,833328000,2:1,,,0.433,2.8904138,1626307200,2.57,,23.748857,,0.0069,9873615,,,156.39,156.57,150.03525,0.026152568,0.6997,,156.71,,5003114,156.39,154.63235,4.09,156.57,5003114,,,4.3,1630540800,,,155.49,USD,28.883747,4186222,,,,215575724032,,,4062404,155.49,155.98,900,4186222,159.63,,2.86,128.32,156.04,False,0.0279,1200,156.71,156.03,https://logo.clearbit.com/pepsico.com,,
GE,02210,Industrials,174000,"General Electric Company operates as a high-tech industrial company worldwide. The company's Power segment offers heavy-duty and aeroderivative gas turbines for utilities, independent power producers, and industrial applications; maintenance, service, and upgrade solutions to plant assets and their operational lifecycle; steam power technology for fossil and nuclear applications, including boilers, generators, steam turbines, and air quality control systems; and advanced reactor technologies solutions comprising reactors, fuels, and support services for boiling water reactors. This segment also applies the science and systems of power conversion to provide motors, generators, automation, and control equipment; and drives for energy intensive industries, such as marine, oil and gas, mining, rail, metals, test systems, and water. Its Renewable Energy segment provides various solutions for its customers through combining onshore and offshore wind, blades, hydro, storage, solar, and grid solutions, as well as hybrid renewables and digital services offerings. The company's Aviation segment designs and produces commercial and military aircraft engines, integrated engine components, electric power, and mechanical aircraft systems; and provides aftermarket services. Its Healthcare segment develops, manufactures, markets, and services magnetic resonance, computed tomography, molecular imaging, x-ray and high-frequency soundwave systems, clinical monitoring and acute care systems, enterprise digital, artificial intelligence applications, consulting and command center, and complementary software and services; and researches, manufactures, and markets imaging agents. The company's Capital segment offers aviation leasing and financing, and working capital services; financial solutions and underwriting capabilities; and insurance and reinsurance for life and health risks, as well as annuity products. The company was founded in 1878 and is headquartered in Boston, Massachusetts.",Boston,617-443-3000,MA,United States,[],http://www.ge.com,1,5 Necco Street,Specialty Industrial Machinery,0.10458,-0.01561,0.20847,3547000064,0.03,0.03963,8134000128,80,buy,13514000000,17141000192,128,104.72,,1.808,0.0078,13,121.78,181.254,0.06566,144,28593999872,63523999744,77776003072,3.256,USD,10.623,0.899,2.1,NYQ,General Electric Company,General Electric Company,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_177031,f8037296-28ad-3419-9f22-4c2a225038e9,us_market,,1.946,,18.608,,,0.52,,8778640384,,,,3.825,85097263,0.0097,,1609372800,0.65528,2087000064,-0.453,,,27.377777,0.00243,1672444800,,1625011200,1.58,1623715200,8756188522,,151355441152,2,,1627862400,1:8,,,,11.819831,1626307200,0.19,,201.38463,,0.0098,87507681,,,105.51,105.37,105.06086,0.00037911098,,,106.22,,6910657,105.51,103.416176,0.04,105.37,6910657,,,0.04,1624579200,,,104.66,USD,,4181670,,,,919299227648,,,8874029,104.66,104.81,900,4181670,115.36,,2.55,52.88,104.62,False,0.0031,900,106.22,104.72,https://logo.clearbit.com/ge.com,,
